Daytime_evening_attendance,Previous_qualification_grade,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Status
Evening,120.0,120.0,No,No,Yes,Male,No,0,5,5,11.6,0,5,5,12.333333333333334,Graduate
Daytime,136.0,123.1,Yes,No,Yes,Male,No,0,6,6,12.166666666666666,0,6,6,13.5,Graduate
Daytime,125.0,119.4,Yes,No,Yes,Male,No,0,6,4,13.6,0,6,5,12.666666666666666,Graduate
Daytime,133.1,140.0,No,No,No,Male,No,0,5,4,12.5,0,5,5,11.8,Dropout
Evening,133.1,116.5,No,No,Yes,Female,Yes,0,6,4,12.25,0,6,4,11.5,Enrolled
Daytime,120.0,113.0,Yes,No,Yes,Male,Yes,0,6,6,11.714285714285714,0,6,6,12.625,Graduate
Daytime,143.0,133.9,Yes,No,Yes,Female,Yes,0,6,6,13.5,0,6,6,13.0,Graduate
Daytime,133.1,115.5,Yes,No,Yes,Female,Yes,0,8,7,13.024285714285714,0,8,7,13.024285714285714,Graduate
Daytime,121.0,116.5,Yes,No,No,Female,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,168.0,171.2,No,No,Yes,Female,Yes,0,5,5,17.333333333333332,0,5,5,18.571428571428573,Graduate
Daytime,124.0,119.1,No,No,Yes,Female,Yes,0,5,4,11.0,0,5,4,11.5,Graduate
Daytime,127.0,121.1,Yes,No,Yes,Female,No,0,7,6,13.666666666666666,0,7,6,12.5,Dropout
Daytime,129.0,132.9,Yes,No,Yes,Female,Yes,0,6,6,11.375,0,6,5,13.8,Enrolled
Daytime,137.0,132.8,No,No,Yes,Female,No,0,6,6,12.833333333333334,0,6,6,11.833333333333334,Graduate
Daytime,120.0,126.7,Yes,No,Yes,Female,No,0,6,5,12.6,0,6,4,11.5,Graduate
Daytime,110.0,105.8,Yes,No,Yes,Female,No,0,7,6,14.333333333333334,0,8,7,13.771428571428572,Graduate
Daytime,120.0,117.2,No,No,Yes,Female,Yes,0,5,4,13.5,0,6,6,13.625,Enrolled
Daytime,143.0,140.0,No,No,Yes,Female,No,0,8,7,14.285714285714286,0,8,7,14.285714285714286,Graduate
Daytime,120.0,120.0,No,No,Yes,Female,No,2,6,3,11.75,0,6,2,10.0,Dropout
Daytime,124.0,119.5,Yes,No,Yes,Female,No,0,5,5,14.8,0,5,5,17.6,Graduate
Daytime,168.0,153.9,No,Yes,No,Female,No,0,6,0,0.0,0,6,0,0.0,Dropout
Evening,133.1,130.0,No,No,Yes,Female,No,0,6,1,10.0,0,5,0,0.0,Dropout
Daytime,150.0,107.0,Yes,No,Yes,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,140.0,132.8,No,No,Yes,Female,No,0,7,4,12.6,0,7,5,12.38,Dropout
Evening,145.0,127.5,Yes,No,Yes,Female,No,0,5,5,12.428571428571429,0,5,5,11.8,Graduate
Daytime,118.0,123.3,Yes,No,Yes,Female,No,0,6,4,10.0,0,6,3,12.0,Enrolled
Daytime,123.0,122.0,No,No,Yes,Female,No,0,5,3,12.333333333333334,0,5,0,0.0,Dropout
Daytime,120.0,114.8,Yes,No,No,Female,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,140.0,140.0,No,Yes,Yes,Female,No,0,0,0,0.0,0,0,0,0.0,Graduate
Daytime,126.0,111.0,No,Yes,Yes,Female,No,5,11,10,12.1,2,8,8,13.333333333333334,Graduate
Daytime,137.0,133.2,Yes,No,Yes,Male,Yes,0,6,6,14.714285714285714,0,6,6,15.0,Graduate
Daytime,130.0,123.0,Yes,No,Yes,Male,No,0,6,6,12.666666666666666,0,6,6,12.833333333333334,Graduate
Daytime,150.0,150.0,No,No,Yes,Male,Yes,7,12,12,14.384615384615383,5,10,10,13.3,Graduate
Daytime,147.0,132.3,Yes,No,Yes,Male,Yes,0,5,5,13.4,0,5,5,12.2,Graduate
Daytime,140.0,126.0,Yes,No,Yes,Male,No,0,8,7,13.314285714285717,0,8,7,13.314285714285717,Graduate
Daytime,132.0,119.3,Yes,No,Yes,Male,No,0,8,7,11.98857142857143,0,8,7,11.98857142857143,Graduate
Daytime,130.0,133.8,Yes,No,Yes,Male,No,6,11,11,11.545454545454543,3,9,8,12.88888888888889,Graduate
Daytime,130.0,126.5,Yes,No,Yes,Male,Yes,0,6,6,16.46153846153846,0,6,6,13.875,Graduate
Daytime,151.0,138.4,Yes,No,Yes,Male,Yes,0,6,6,13.666666666666666,0,6,6,12.833333333333334,Graduate
Daytime,144.0,129.0,Yes,No,Yes,Male,No,0,7,7,12.65,0,8,8,13.411111111111111,Dropout
Daytime,127.0,118.3,Yes,No,Yes,Male,No,0,6,6,12.333333333333334,0,6,3,12.0,Enrolled
Daytime,131.0,129.8,Yes,No,Yes,Male,No,0,7,6,14.37,0,8,7,14.65,Graduate
Daytime,123.0,113.6,Yes,No,Yes,Male,No,0,5,3,12.0,0,5,4,11.75,Enrolled
Daytime,130.0,128.3,Yes,No,No,Male,Yes,0,6,3,12.0,0,6,3,10.666666666666666,Dropout
Daytime,130.0,130.0,No,No,Yes,Male,Yes,0,6,4,12.0,0,6,3,11.0,Dropout
Daytime,131.0,121.9,Yes,No,Yes,Male,No,0,6,5,12.6,0,6,5,11.2,Graduate
Daytime,135.0,129.4,No,Yes,Yes,Male,No,0,6,6,12.166666666666666,0,6,6,12.333333333333334,Graduate
Daytime,123.0,115.3,Yes,No,Yes,Male,No,0,7,6,13.5,0,7,6,14.0,Enrolled
Daytime,145.0,125.5,Yes,No,Yes,Male,Yes,0,8,8,13.76375,0,8,8,13.76375,Graduate
Daytime,118.0,117.8,Yes,No,Yes,Male,Yes,0,7,6,12.4,0,7,6,12.8,Graduate
Daytime,125.0,118.7,Yes,No,Yes,Male,No,0,5,4,10.666666666666666,0,5,2,12.0,Enrolled
Daytime,152.0,139.0,Yes,No,Yes,Male,No,0,7,6,14.333333333333334,0,7,6,14.333333333333334,Graduate
Daytime,101.0,98.9,Yes,No,Yes,Male,No,0,6,4,12.5,0,6,2,12.666666666666666,Enrolled
Daytime,137.0,137.7,Yes,Yes,No,Male,No,0,6,1,10.0,0,6,0,0.0,Dropout
Daytime,123.0,113.6,Yes,No,Yes,Male,No,0,7,7,14.69625,0,8,8,14.622222222222224,Graduate
Daytime,120.0,113.4,No,No,Yes,Male,No,0,6,4,11.5,0,6,3,13.75,Enrolled
Daytime,131.0,128.5,No,No,Yes,Male,Yes,0,7,7,12.855555555555556,0,8,8,13.9125,Graduate
Daytime,141.0,142.8,No,No,Yes,Male,No,0,7,7,13.7,0,8,8,13.994444444444444,Graduate
Daytime,144.0,137.7,No,No,No,Male,No,0,5,0,0.0,1,5,1,12.0,Dropout
Daytime,107.0,103.5,Yes,No,Yes,Male,No,0,6,3,11.2,0,6,4,12.0,Enrolled
Daytime,133.0,123.2,No,No,Yes,Male,No,0,7,7,13.285714285714286,0,8,8,13.333333333333334,Graduate
Daytime,126.0,126.0,Yes,No,Yes,Male,No,0,6,5,13.0,0,6,5,10.4,Enrolled
Daytime,133.1,121.7,No,No,Yes,Male,Yes,0,7,6,12.6,0,7,6,11.685714285714283,Enrolled
Daytime,147.0,142.8,Yes,Yes,No,Male,Yes,0,5,5,12.8,0,5,4,12.0,Enrolled
Daytime,120.0,120.0,Yes,No,Yes,Male,No,0,6,5,11.5,0,6,5,11.0,Dropout
Daytime,130.0,119.3,Yes,No,Yes,Male,Yes,0,8,7,11.4,0,8,7,11.4,Graduate
Daytime,120.0,121.0,No,No,Yes,Male,Yes,3,6,6,12.333333333333334,2,6,6,11.333333333333334,Graduate
Daytime,138.0,139.4,Yes,No,Yes,Male,No,0,6,5,12.8,0,6,4,12.2,Graduate
Daytime,124.0,113.9,Yes,No,Yes,Male,Yes,0,5,5,12.0,0,5,4,15.0,Graduate
Daytime,133.0,124.6,Yes,No,Yes,Male,Yes,0,6,5,13.0,0,6,5,13.5,Graduate
Daytime,122.0,123.8,Yes,Yes,No,Male,Yes,0,6,6,11.833333333333334,0,6,6,11.0,Dropout
Daytime,138.0,126.3,Yes,No,Yes,Male,No,0,6,6,14.0,0,6,6,13.333333333333334,Graduate
Daytime,134.0,120.4,Yes,No,Yes,Male,Yes,0,6,6,12.333333333333334,0,6,6,13.5,Graduate
Daytime,128.0,120.5,Yes,No,Yes,Male,Yes,0,7,5,13.04,0,7,7,12.5,Enrolled
Daytime,140.0,144.9,Yes,Yes,No,Male,No,7,11,11,13.166666666666666,4,9,8,13.333333333333334,Enrolled
Daytime,133.1,139.9,Yes,No,Yes,Male,Yes,1,6,6,12.5,0,6,6,12.833333333333334,Graduate
Daytime,142.0,133.3,Yes,No,Yes,Male,No,0,0,0,0.0,0,0,0,0.0,Graduate
Daytime,141.0,126.0,Yes,No,Yes,Male,No,0,8,7,15.657142857142857,0,8,7,15.657142857142857,Graduate
Daytime,145.0,133.5,No,No,Yes,Male,No,0,6,6,12.166666666666666,0,6,6,11.333333333333334,Graduate
Daytime,145.0,127.9,Yes,No,Yes,Male,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,108.0,105.9,No,No,Yes,Male,Yes,0,6,5,10.6,0,6,5,11.166666666666666,Enrolled
Daytime,132.0,124.3,No,No,Yes,Male,No,0,6,6,13.428571428571429,0,6,5,12.666666666666666,Enrolled
Daytime,140.0,102.5,No,No,Yes,Male,No,0,6,4,11.75,0,6,0,0.0,Dropout
Daytime,133.1,97.0,No,Yes,No,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,128.0,134.7,No,No,No,Female,No,0,0,0,0.0,0,0,0,0.0,Dropout
Daytime,120.0,113.8,No,No,No,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,120.0,116.9,No,No,Yes,Female,No,0,5,1,13.0,0,5,0,0.0,Dropout
Daytime,139.0,124.0,Yes,No,Yes,Female,Yes,0,8,7,13.331428571428573,0,8,7,13.331428571428573,Graduate
Daytime,139.3,117.5,No,No,Yes,Female,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,150.0,154.8,Yes,No,Yes,Female,No,0,0,0,0.0,0,0,0,0.0,Graduate
Daytime,138.0,141.0,No,No,Yes,Female,No,0,7,6,13.7,0,7,6,13.7,Graduate
Daytime,133.1,120.0,No,Yes,No,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,136.0,133.6,Yes,No,Yes,Female,No,4,9,9,13.454545454545457,2,7,6,13.875,Dropout
Daytime,134.0,122.0,Yes,No,Yes,Female,No,0,8,7,12.2,0,8,7,12.2,Graduate
Daytime,140.0,120.0,Yes,No,Yes,Female,No,0,5,3,10.0,0,5,4,11.0,Dropout
Daytime,110.0,114.2,No,No,Yes,Female,Yes,0,6,5,13.0,0,6,6,12.857142857142858,Graduate
Evening,133.1,95.5,No,No,Yes,Female,No,0,6,6,12.0,0,6,6,14.0,Graduate
Daytime,129.0,120.0,No,No,Yes,Female,No,0,8,7,15.028571428571428,0,8,7,15.028571428571428,Graduate
Daytime,116.0,111.1,No,No,Yes,Female,No,0,6,6,12.0,0,6,6,11.714285714285714,Graduate
Daytime,130.0,128.6,Yes,No,Yes,Female,No,0,6,5,12.0,0,6,5,12.4,Graduate
Daytime,130.0,130.0,No,No,No,Female,No,3,7,3,13.666666666666666,3,8,3,11.333333333333334,Dropout
Daytime,116.0,111.1,No,No,Yes,Female,No,0,0,0,0.0,0,0,0,0.0,Dropout
Daytime,136.0,122.7,Yes,No,Yes,Female,No,0,5,5,12.0,0,5,4,12.5,Enrolled
Daytime,147.0,134.4,Yes,No,Yes,Female,Yes,0,0,0,0.0,0,0,0,0.0,Graduate
Daytime,117.0,131.0,Yes,Yes,No,Female,No,0,6,1,14.0,0,6,0,0.0,Dropout
Daytime,141.0,125.0,No,No,Yes,Female,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,133.1,106.0,Yes,No,Yes,Female,No,0,7,7,12.375,0,7,5,12.583333333333334,Graduate
Daytime,133.1,128.0,Yes,No,No,Female,No,0,7,0,0.0,0,8,0,0.0,Dropout
Daytime,120.0,120.0,Yes,No,Yes,Female,No,14,18,18,11.421052631578949,10,13,13,11.076923076923077,Graduate
Daytime,148.0,134.8,Yes,No,Yes,Female,No,0,7,6,13.35,0,7,6,13.35,Graduate
Daytime,130.0,112.0,Yes,No,Yes,Female,Yes,0,6,6,15.0,0,6,2,16.0,Graduate
Daytime,120.0,116.1,Yes,No,Yes,Female,No,0,5,2,10.5,0,5,0,0.0,Dropout
Daytime,120.0,120.0,Yes,No,No,Female,No,0,6,0,0.0,0,4,0,0.0,Dropout
Daytime,133.0,119.7,Yes,No,Yes,Female,No,0,5,5,13.25,0,5,5,11.833333333333334,Graduate
Daytime,129.0,117.1,Yes,No,Yes,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,118.0,112.4,Yes,No,Yes,Female,No,0,5,4,11.5,0,5,3,10.6,Enrolled
Daytime,140.0,131.0,Yes,No,Yes,Male,Yes,0,8,8,13.88125,0,8,8,13.88125,Graduate
Daytime,127.0,130.9,Yes,No,Yes,Male,No,0,6,6,11.333333333333334,0,6,5,12.6,Graduate
Daytime,131.0,134.9,Yes,Yes,Yes,Male,No,0,0,0,0.0,0,0,0,0.0,Dropout
Daytime,132.0,127.1,Yes,No,Yes,Male,No,0,6,6,12.857142857142858,0,6,6,13.666666666666666,Graduate
Daytime,113.0,110.2,Yes,Yes,Yes,Male,No,0,6,5,11.6,0,6,6,12.5,Graduate
Daytime,115.0,108.7,Yes,No,Yes,Male,Yes,0,6,5,11.4,0,6,6,11.333333333333334,Graduate
Daytime,133.1,138.0,Yes,No,Yes,Male,No,0,6,6,13.333333333333334,0,6,6,13.0,Enrolled
Daytime,150.0,147.7,No,Yes,Yes,Male,Yes,2,7,7,13.571428571428571,5,9,9,13.77777777777778,Graduate
Daytime,133.1,123.0,No,No,Yes,Male,No,0,7,6,11.833333333333334,0,7,7,12.228571428571428,Graduate
Daytime,141.0,142.8,No,No,Yes,Male,Yes,0,7,7,14.428571428571429,0,7,7,14.142857142857142,Graduate
Daytime,140.0,138.3,Yes,No,Yes,Male,No,0,0,0,0.0,0,0,0,0.0,Enrolled
Daytime,136.0,125.2,Yes,No,Yes,Male,Yes,0,6,6,12.285714285714286,0,6,5,12.4,Graduate
Daytime,140.0,141.8,No,No,Yes,Male,No,0,5,5,14.4,0,5,5,13.8,Graduate
Daytime,143.0,130.6,Yes,No,Yes,Male,Yes,0,7,7,13.15,0,8,8,15.06875,Graduate
Daytime,130.0,130.0,No,Yes,No,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,133.1,100.0,No,Yes,Yes,Female,No,0,5,0,0.0,0,6,0,0.0,Dropout
Daytime,129.0,119.0,Yes,No,Yes,Male,Yes,0,8,7,12.342857142857143,0,8,7,12.342857142857143,Graduate
Daytime,132.0,124.3,Yes,No,Yes,Male,No,0,6,5,12.2,0,6,5,10.8,Enrolled
Daytime,118.0,122.2,Yes,No,Yes,Male,No,0,6,4,10.5,0,6,1,11.0,Dropout
Daytime,150.0,150.0,No,No,Yes,Female,No,0,5,5,10.6,0,5,5,11.6,Graduate
Evening,133.1,135.5,No,No,Yes,Male,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,122.0,127.3,Yes,No,Yes,Male,Yes,0,6,4,11.25,0,6,6,12.0,Graduate
Daytime,127.0,127.0,Yes,No,Yes,Female,No,3,9,6,10.5,4,10,10,11.7,Graduate
Daytime,122.0,126.9,Yes,No,Yes,Male,Yes,0,6,4,11.0,0,6,3,11.666666666666666,Enrolled
Daytime,131.0,127.5,Yes,No,Yes,Male,No,0,7,7,13.457142857142856,0,8,8,14.5125,Graduate
Daytime,130.0,122.0,No,No,Yes,Male,No,0,5,5,12.6,0,5,4,12.333333333333334,Graduate
Daytime,130.0,115.8,No,No,No,Male,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,130.0,121.6,No,No,Yes,Male,No,0,6,6,13.666666666666666,0,6,5,13.6,Graduate
Daytime,122.0,116.4,Yes,Yes,Yes,Male,Yes,0,5,5,11.6,0,5,5,11.8,Graduate
Daytime,114.0,120.0,No,No,Yes,Male,No,0,6,6,12.571428571428571,0,6,5,12.833333333333334,Dropout
Daytime,143.0,127.3,Yes,No,Yes,Male,No,0,6,5,11.8,0,6,5,11.4,Dropout
Daytime,127.0,123.5,Yes,No,Yes,Male,Yes,0,5,5,11.6,0,5,3,12.666666666666666,Enrolled
Daytime,141.0,125.6,Yes,No,Yes,Male,Yes,0,6,6,11.333333333333334,0,6,6,11.833333333333334,Graduate
Daytime,129.0,118.5,Yes,No,Yes,Male,No,0,6,6,10.666666666666666,0,6,6,11.5,Graduate
Daytime,140.0,129.5,Yes,No,Yes,Male,No,0,5,4,13.5,0,5,5,13.4,Enrolled
Daytime,137.0,134.6,Yes,No,Yes,Male,Yes,0,0,0,0.0,0,0,0,0.0,Graduate
Daytime,140.0,140.0,No,No,Yes,Male,No,2,6,6,13.333333333333334,1,6,4,11.5,Graduate
Daytime,143.0,133.2,Yes,No,Yes,Male,No,0,6,5,13.4,0,6,2,13.5,Enrolled
Daytime,138.0,133.5,Yes,No,Yes,Male,Yes,0,6,3,10.2,0,6,4,12.25,Enrolled
Daytime,120.0,117.9,Yes,No,Yes,Male,Yes,0,6,5,13.0,0,6,6,12.833333333333334,Graduate
Daytime,144.0,128.0,Yes,No,Yes,Male,Yes,0,8,7,12.90857142857143,0,8,7,12.90857142857143,Graduate
Daytime,123.0,113.2,Yes,No,Yes,Male,No,0,6,4,12.0,0,6,1,10.0,Dropout
Daytime,129.0,122.0,Yes,No,Yes,Male,Yes,0,6,6,10.833333333333334,0,6,5,11.0,Enrolled
Daytime,152.0,156.9,Yes,No,Yes,Male,No,0,6,6,15.333333333333334,0,6,6,15.833333333333334,Graduate
Daytime,130.0,125.1,Yes,No,Yes,Male,Yes,0,7,6,12.816666666666668,0,8,6,12.875,Enrolled
Daytime,133.1,100.0,No,Yes,No,Female,No,6,7,6,13.0,2,6,2,14.0,Dropout
Daytime,160.0,160.0,No,Yes,Yes,Male,No,0,6,2,13.5,0,5,2,11.0,Enrolled
Evening,140.0,101.0,No,No,Yes,Male,No,0,6,6,12.5,0,6,6,12.166666666666666,Graduate
Daytime,133.0,121.5,Yes,No,Yes,Male,Yes,0,6,6,13.0,0,6,6,14.333333333333334,Graduate
Daytime,138.0,126.8,Yes,No,Yes,Female,No,0,5,4,11.75,0,5,5,12.571428571428571,Graduate
Daytime,142.0,132.9,No,No,Yes,Female,No,0,5,4,12.5,0,5,4,14.25,Graduate
Daytime,115.0,134.3,Yes,No,Yes,Female,No,16,17,17,11.61111111111111,14,17,17,12.055555555555555,Graduate
Daytime,125.0,120.5,Yes,No,Yes,Female,No,0,6,6,14.0,0,6,6,14.666666666666666,Graduate
Daytime,170.0,144.1,Yes,Yes,No,Female,No,0,6,0,0.0,0,6,0,0.0,Dropout
Evening,140.0,100.0,No,No,Yes,Female,No,0,5,5,13.8,0,5,5,13.833333333333334,Graduate
Daytime,110.0,114.8,Yes,No,No,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,114.0,111.9,No,No,No,Female,No,0,0,0,0.0,0,0,0,0.0,Dropout
Daytime,138.0,125.4,Yes,No,Yes,Female,Yes,0,5,4,12.25,0,5,3,12.333333333333334,Dropout
Daytime,140.0,140.0,No,No,Yes,Female,No,0,6,3,11.5,0,6,3,13.666666666666666,Dropout
Daytime,140.0,140.0,No,No,Yes,Female,No,2,7,6,12.571428571428571,5,9,9,12.555555555555555,Graduate
Daytime,132.0,127.8,No,No,Yes,Female,No,0,6,6,12.0,0,6,5,12.166666666666666,Dropout
Daytime,148.0,131.6,Yes,No,Yes,Female,No,8,12,11,12.0,4,12,12,12.307692307692308,Graduate
Daytime,132.0,119.4,Yes,No,Yes,Female,No,0,0,0,0.0,0,0,0,0.0,Dropout
Daytime,126.0,129.9,Yes,No,Yes,Female,Yes,1,7,6,12.0,2,6,6,11.166666666666666,Graduate
Daytime,121.0,114.0,No,No,Yes,Female,No,0,5,4,11.6,0,5,4,12.25,Enrolled
Daytime,120.0,113.4,Yes,No,Yes,Female,Yes,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,123.0,117.8,No,No,Yes,Female,No,0,5,5,12.0,0,5,4,13.0,Enrolled
Daytime,122.0,114.3,Yes,No,Yes,Female,No,0,7,6,13.976666666666668,0,8,6,12.041666666666666,Enrolled
Daytime,136.0,129.7,Yes,No,Yes,Female,No,0,6,4,12.5,0,6,1,10.0,Enrolled
Daytime,119.0,112.0,Yes,No,No,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Daytime,120.0,140.0,No,No,Yes,Female,No,0,6,4,10.5,0,6,4,12.5,Dropout
Daytime,150.0,150.0,Yes,No,Yes,Female,No,0,6,5,12.857142857142858,0,6,6,12.3,Graduate
Daytime,121.0,122.4,Yes,No,Yes,Female,No,0,5,3,11.666666666666666,0,5,4,12.0,Enrolled
Daytime,140.0,150.0,No,No,Yes,Female,No,0,5,2,13.0,0,5,1,10.0,Dropout
Daytime,135.0,135.0,Yes,No,Yes,Female,No,0,6,6,11.833333333333334,0,6,5,10.4,Enrolled
Evening,116.0,116.2,No,No,Yes,Female,No,9,11,11,12.454545454545457,3,11,8,12.75,Graduate
Daytime,120.0,120.4,Yes,No,Yes,Female,No,0,5,3,11.0,0,5,0,0.0,Dropout
Daytime,126.0,122.9,Yes,No,Yes,Female,No,0,5,4,13.2,0,5,4,14.25,Enrolled
Daytime,170.0,155.0,No,No,Yes,Female,Yes,0,6,6,15.5,0,6,6,14.166666666666666,Graduate
Daytime,123.0,123.4,Yes,No,Yes,Female,No,0,6,6,12.333333333333334,0,6,6,13.666666666666666,Graduate
Daytime,120.0,124.2,Yes,No,Yes,Female,No,0,5,5,12.0,0,5,4,11.4,Enrolled
Daytime,130.0,130.0,Yes,No,Yes,Female,No,0,6,4,11.6,0,6,5,11.5,Enrolled
Daytime,130.0,126.2,No,No,Yes,Female,Yes,0,6,6,11.333333333333334,0,6,6,12.285714285714286,Graduate
Daytime,117.0,120.5,Yes,No,Yes,Female,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,131.0,123.7,Yes,No,Yes,Female,No,0,5,4,12.0,0,5,2,12.5,Enrolled
Daytime,130.0,122.5,No,No,Yes,Female,No,0,5,4,12.0,0,5,5,12.6,Graduate
Evening,133.0,139.2,Yes,Yes,Yes,Female,No,0,5,2,12.5,0,5,2,11.5,Dropout
Daytime,128.0,131.2,Yes,No,Yes,Female,No,6,12,12,13.666666666666666,4,11,11,13.0,Graduate
Daytime,133.1,120.0,No,Yes,No,Female,No,0,6,2,14.5,0,6,0,0.0,Dropout
Daytime,123.0,116.7,Yes,No,Yes,Female,Yes,0,6,4,13.2,0,6,0,0.0,Dropout
Daytime,150.0,150.0,Yes,No,Yes,Female,Yes,1,7,5,12.166666666666666,4,8,5,14.8,Dropout
Daytime,133.1,117.5,No,No,Yes,Male,No,0,6,4,11.25,0,6,6,11.333333333333334,Graduate
Daytime,140.0,137.6,Yes,No,Yes,Female,Yes,0,6,6,15.166666666666666,0,6,6,14.428571428571429,Graduate
Daytime,126.0,124.3,No,No,Yes,Male,Yes,0,6,6,11.166666666666666,0,6,4,13.4,Graduate
Daytime,133.1,116.0,No,No,Yes,Male,Yes,0,7,6,10.983333333333334,0,7,6,10.983333333333334,Graduate
Daytime,121.0,121.4,Yes,No,Yes,Male,Yes,0,6,4,10.75,0,6,5,11.5,Graduate
Daytime,140.0,142.8,Yes,No,No,Male,Yes,7,12,11,13.384615384615383,4,9,7,14.285714285714286,Graduate
Daytime,133.1,96.0,Yes,No,Yes,Male,Yes,0,6,6,11.285714285714286,0,6,5,12.2,Enrolled
Evening,131.0,125.0,No,No,Yes,Female,No,0,6,0,0.0,0,6,0,0.0,Dropout
Daytime,124.0,126.1,Yes,No,Yes,Female,No,0,5,4,13.0,0,5,5,14.833333333333334,Graduate
Daytime,120.0,155.8,No,No,Yes,Female,No,0,6,6,16.11111111111111,0,6,6,13.5,Graduate
Daytime,133.1,116.0,No,No,Yes,Female,No,0,6,6,11.5,0,6,6,11.0,Graduate
Daytime,110.0,110.0,Yes,No,Yes,Female,No,0,6,4,10.75,0,6,2,10.5,Dropout
Daytime,133.1,97.2,Yes,No,Yes,Female,Yes,0,6,4,11.6,0,6,5,13.0,Graduate
Daytime,133.1,100.0,No,Yes,Yes,Female,No,0,7,0,0.0,0,7,0,0.0,Dropout
Daytime,140.0,140.0,No,No,Yes,Female,No,0,5,5,13.8,0,5,5,14.142857142857142,Graduate
Daytime,130.0,128.0,Yes,No,Yes,Female,No,0,7,7,13.585714285714284,0,8,8,14.6875,Graduate
Daytime,110.0,115.3,Yes,No,Yes,Female,No,0,6,6,13.857142857142858,0,6,5,13.0,Graduate
Daytime,140.0,150.0,No,No,Yes,Female,No,0,6,5,12.0,0,6,6,12.333333333333334,Enrolled
Daytime,160.0,160.0,Yes,No,Yes,Female,Yes,0,6,6,13.444444444444445,0,6,5,12.6,Graduate
Daytime,138.0,133.1,No,No,Yes,Female,No,0,6,6,14.0,0,6,6,13.857142857142858,Graduate
Daytime,126.0,119.0,Yes,Yes,Yes,Female,No,0,6,1,12.0,0,6,0,0.0,Dropout
Evening,120.0,156.0,Yes,No,Yes,Female,No,0,5,5,14.2,0,5,5,13.833333333333334,Graduate
Daytime,130.0,163.7,No,No,Yes,Male,No,0,7,5,13.34,0,7,5,10.84,Enrolled
Daytime,130.0,130.0,No,No,Yes,Male,No,3,8,7,12.457142857142856,3,8,7,12.457142857142856,Enrolled
Daytime,122.0,123.1,Yes,No,No,Male,No,0,6,3,11.0,0,6,3,12.0,Dropout
Evening,160.0,160.0,No,No,Yes,Male,Yes,0,5,4,10.5,0,5,4,10.5,Enrolled
Daytime,134.0,136.1,Yes,No,Yes,Female,No,0,0,0,0.0,0,0,0,0.0,Graduate
Daytime,134.0,132.7,Yes,No,Yes,Female,No,9,13,13,14.0,7,12,12,13.0,Graduate
Daytime,140.0,128.2,No,No,Yes,Male,No,0,7,0,0.0,0,8,0,0.0,Dropout
Daytime,127.0,126.7,Yes,No,No,Female,No,0,1,0,0.0,0,6,0,0.0,Dropout
Evening,133.1,150.0,No,No,Yes,Female,No,0,5,4,10.0,0,5,4,12.5,Enrolled
Daytime,143.0,156.3,Yes,No,Yes,Female,Yes,0,0,0,0.0,0,0,0,0.0,Graduate
Daytime,115.0,116.1,Yes,No,Yes,Male,No,0,6,6,13.5,0,6,6,14.333333333333334,Graduate
Daytime,131.0,123.8,Yes,No,Yes,Male,No,0,7,0,0.0,0,8,0,0.0,Dropout
Daytime,146.0,153.0,Yes,No,Yes,Male,Yes,15,17,17,13.38888888888889,15,17,17,14.88888888888889,Graduate
Daytime,140.0,140.0,Yes,No,No,Male,No,0,7,0,0.0,0,8,0,0.0,Dropout
Daytime,135.0,131.9,Yes,No,Yes,Female,No,6,12,12,13.583333333333334,4,11,11,13.583333333333334,Graduate
Daytime,133.0,141.4,No,No,Yes,Female,Yes,0,0,0,0.0,0,0,0,0.0,Enrolled
Daytime,133.1,140.0,Yes,Yes,No,Female,No,0,5,0,0.0,0,5,0,0.0,Dropout
Evening,120.0,115.0,Yes,No,Yes,Female,No,0,5,1,10.0,0,5,0,0.0,Dropout
Evening,133.1,168.0,No,No,Yes,Female,No,0,5,5,15.2,0,5,5,15.2,Graduate
